cust_email,first_name,last_name,passwd,street,city,state_province,country,zip_code,phone_number,passport_num,passport_expiration,passport_country,dob,room_id,check_in_date,check_out_date,purchase_date,rate_per_night,card_number,card_holder,card_type,card_expiration,cvv_code,hotel_id,date,rating,comments,number,type,max_occupancy,floor,footprint,notes,price,name,stars,hotel_street,hotel_city,hotel_state,hotel_country,hotel_zip_code
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7069,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,555,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT001,,,,645,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7070,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,556,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT008,,,,646,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7071,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,557,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT006,5/15/2019 3:25:30,4,"I had a pleasant stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful. The location was also very convenient for my needs.",647,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7072,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,558,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT003,3/25/2020 14:52:35,3,"This hotel was just average. The room was clean and comfortable enough, but there was nothing particularly special about it. I would recommend this hotel for a short stay.",648,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7073,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,559,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT005,5/15/2021 3:25:30,5,"This hotel was amazing! The room was luxurious and the staff were incredibly friendly and accommodating. The restaurant on site was also fantastic, with a great menu and a cozy atmosphere.",649,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7074,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,560,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT004,7/15/2019 15:23:23,4,"I had a good stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful. I would recommend this hotel for a budget-friendly option.",650,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7075,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,561,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT010,7/15/2020 12:23:23,2,"This hotel was mediocre at best. The room was small and poorly maintained, and the staff were unhelpful and unfriendly. I would not recommend this hotel to anyone.",651,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7076,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,562,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT013,8/19/2021 15:29:23,3,"This hotel was okay, but nothing really stood out to me. The room was clean and comfortable, but the amenities were lacking. I would recommend this hotel for a short stay.",652,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7077,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,563,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT016,7/15/2020 12:25:56,5,I loved this hotel! The room was beautiful and the staff were incredibly friendly and accommodating. The location was also perfect for exploring the city.,653,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7078,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,564,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT019,4/23/2020 19:20:25,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unfriendly. I would not recommend this hotel to anyone.",654,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7079,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,565,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT015,08/29/2022 15:32:35,4,"This was a great hotel with excellent amenities. The room was clean and comfortable, and the staff were friendly and helpful. I particularly appreciated the fitness center and pool.",655,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7080,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,566,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT001,,,,656,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
mia.davis@example.com,mia,davis,passwd16,3 Cordelia Terrace,Suzhou,Jiangsu,China,2142221,854-865-0830,LB4457554,2/9/2027,Portugal,8/17/2003,7081,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,567,5226827992074055,Mia Davis,Credit,2022-08-01,567,HT008,,,,657,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7082,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,568,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT006,5/15/2019 3:25:30,3,"This hotel was just okay. The room was clean and comfortable enough, but the amenities were lacking.",658,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7083,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,569,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT003,3/25/2020 14:52:35,5,This hotel was fantastic! The room was beautiful and the staff were incredibly friendly and accommodating.,659,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7084,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,570,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT005,5/15/2021 3:25:30,2,"This hotel was a disappointment. The room was small and dingy, and the staff were unhelpful and unprofessional.",660,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7085,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,571,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT004,7/15/2019 15:23:23,4,"I had a great time at this hotel. The room was spacious and comfortable, and the location was perfect.",661,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7086,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,572,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT010,7/15/2020 12:23:23,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly memorable about my stay.",662,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7087,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,573,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT013,8/19/2021 15:29:23,5,This was one of the best hotels I've ever stayed at. The room was beautiful and the staff were incredibly friendly and helpful.,663,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7088,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,574,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT016,7/15/2020 12:25:56,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and rude.",664,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7089,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,575,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT019,4/23/2020 19:20:25,4,"I had a pleasant stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful.",665,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7090,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,576,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT015,08/29/2022 15:32:35,3,"This hotel was just average. The room was clean and comfortable enough, but there was nothing particularly special about it.",666,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7091,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,577,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT001,,,,667,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
noah.thompson@example.com,noah,thompson,passwd17,0 Comanche Place,Giado,,Libya,98021,532-668-0705,IY2233420,7/2/2028,United Kingdom,2/6/2011,7092,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,578,4716891427458029,Noah Thompson,Debit,2023-07-01,233,HT008,,,,668,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7093,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,579,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT006,5/15/2019 3:25:30,4,"I really enjoyed my stay at this hotel. The room was clean and comfortable, and the location was perfect for exploring the city.",669,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7094,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,580,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT003,3/25/2020 14:52:35,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about it.",670,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7095,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,581,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT005,5/15/2021 3:25:30,5,This hotel was absolutely amazing! The room was stunning and the staff were incredibly friendly and accommodating. I would definitely stay here again.,671,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7096,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,582,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT004,7/15/2019 15:23:23,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about it.",672,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7097,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,583,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT010,7/15/2020 12:23:23,4,"I had a great stay at this hotel. The room was spacious and comfortable, and the staff were friendly and helpful.",673,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7098,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,584,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT013,8/19/2021 15:29:23,5,This hotel was absolutely amazing! The room was stunning and the staff were incredibly friendly and accommodating.,674,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7099,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,585,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT016,7/15/2020 12:25:56,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unprofessional.",675,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7100,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,586,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT019,4/23/2020 19:20:25,4,"I really enjoyed my stay at this hotel. The room was clean and comfortable, and the location was perfect.",676,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7101,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,587,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT015,08/29/2022 15:32:35,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly memorable about my stay.",677,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7102,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,588,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT001,,,,678,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
ella.hill@example.com,ella,hill,passwd18,4 Raven Road,Baisha,,China,232123,271-864-7965,KG2576432,8/7/2028,Indonesia,6/6/1953,7103,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,589,5190512007151235,Ella Hill,Credit,2024-02-01,122,HT008,,,,679,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7104,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,590,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT006,5/15/2019 3:25:30,5,This hotel was fantastic! The room was luxurious and the staff were incredibly accommodating.,680,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7105,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,591,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT003,3/25/2020 14:52:35,4,"I had a good stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful.",681,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7106,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,592,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT005,5/15/2021 3:25:30,4,"This hotel was great! The room was clean and comfortable, and the staff were friendly and helpful. I particularly appreciated the breakfast buffet each morning, which had a great selection of items to choose from.",682,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7107,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,593,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT004,7/15/2019 15:23:23,2,"This hotel was a disappointment. The room was dirty and poorly maintained, and the staff were unhelpful and unfriendly. I would not recommend this hotel to anyone.",509,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7108,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,594,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT010,7/15/2020 12:23:23,5,"I had an amazing stay at this hotel. The room was spacious and luxurious, and the staff went out of their way to make sure my every need was taken care of. I would definitely stay here again.",510,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7109,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,595,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT013,8/19/2021 15:29:23,3,"This hotel was decent. The room was clean and comfortable, but the amenities were lacking. Overall, I would recommend this hotel for a short stay.",511,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7110,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,596,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT016,7/15/2020 12:25:56,4,"I really enjoyed my stay at this hotel. The room was clean and comfortable, and the location was perfect for exploring the city. The staff were also very helpful and accommodating.",512,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7111,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,597,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT019,4/23/2020 19:20:25,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about my stay. I would recommend this hotel for a budget-friendly option.",513,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7112,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,598,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT015,08/29/2022 15:32:35,5,This hotel was fantastic! The room was beautiful and the staff were incredibly friendly and helpful. I would definitely stay here again.,514,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7113,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,599,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT001,,,,515,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
liam.baker@example.com,liam,baker,passwd19,2 Talisman Terrace,Aurora,,Philippines,235232,545-871-6609,NE7770186,6/5/2026,Philippines,2/13/1952,7114,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,600,5132854792191788,Liam Baker,Debit,2026-08-01,988,HT008,,,,516,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
sophia.gonzalez@example.com,sophia,gonzalez,passwd20,4663 Claremont Road,Liushi,,China,976221,840-376-7669,EN3226281,2/14/2029,Russia,2/28/1960,7115,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,601,4539431108087335,Sophia Gonzalez,Debit,2027-08-19,109,HT006,5/15/2019 3:25:30,2,"Mediocre hotel, wouldn't stay again.",517,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
sophia.gonzalez@example.com,sophia,gonzalez,passwd20,4663 Claremont Road,Liushi,,China,976221,840-376-7669,EN3226281,2/14/2029,Russia,2/28/1960,7116,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,602,4539431108087335,Sophia Gonzalez,Debit,2027-08-19,109,HT003,3/25/2020 14:52:35,3,"Average hotel, nothing special.",518,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
sophia.gonzalez@example.com,sophia,gonzalez,passwd20,4663 Claremont Road,Liushi,,China,976221,840-376-7669,EN3226281,2/14/2029,Russia,2/28/1960,7117,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,603,4539431108087335,Sophia Gonzalez,Debit,2027-08-19,109,HT005,5/15/2021 3:25:30,5,"Fantastic hotel, exceeded my expectations.",519,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
sophia.gonzalez@example.com,sophia,gonzalez,passwd20,4663 Claremont Road,Liushi,,China,976221,840-376-7669,EN3226281,2/14/2029,Russia,2/28/1960,7118,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,604,4539431108087335,Sophia Gonzalez,Debit,2027-08-19,109,HT004,7/15/2019 15:23:23,2,"Terrible hotel, would not recommend.",520,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
sophia.gonzalez@example.com,sophia,gonzalez,passwd20,4663 Claremont Road,Liushi,,China,976221,840-376-7669,EN3226281,2/14/2029,Russia,2/28/1960,7119,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,605,4539431108087335,Sophia Gonzalez,Debit,2027-08-19,109,HT010,7/15/2020 12:23:23,4,"Nice hotel, clean and comfortable rooms.",521,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
sophia.gonzalez@example.com,sophia,gonzalez,passwd20,4663 Claremont Road,Liushi,,China,976221,840-376-7669,EN3226281,2/14/2029,Russia,2/28/1960,7120,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,606,4539431108087335,Sophia Gonzalez,Debit,2027-08-19,109,HT013,8/19/2021 15:29:23,4,"Good hotel, friendly staff.",522,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
